1.7605704179147046,1.7620233210437197
1.7446110585426298,1.745864777639644
1.7296384859157408,1.7303966304731475
1.7115473998518416,1.7125923352150596
1.6977271593071412,1.698408690621387
1.6819490123244583,1.6831614336779908
1.667076399278228,1.6679897265665804
1.651474444497277,1.6526297371557812
1.6373537977157615,1.6387080943532701
1.621631060809337,1.6239303207127902
1.6080431469465177,1.6095180044113924
1.5953675869452777,1.5964642361102248
1.5808236710226424,1.5825340915818296
1.5676002887225005,1.569596875828874
1.5549810739471899,1.5566239225368799
1.5420040704403528,1.5434583912312527
1.5300245139897535,1.5311112916439897
1.5160269983669417,1.5183800002039054
1.5049751363517172,1.506650181612019
1.4932800651270204,1.494112809695515
1.4822600956463596,1.4830094494699535
1.4687298398035815,1.4691104085246485
