wavelength,spectrum,dev
1.8879207051691134,-96607.72640203862,1256.0101420286019
1.8879349597351702,-75024.84777553975,913.3865636989661
1.8879492125216715,-63436.49837641479,837.9763491989219
1.8879634635290143,-79125.9410804291,1017.9846226225193
1.887977712757596,-93971.51278845833,1270.6154817452828
1.8879919602078123,-97619.83165028508,1409.107390967594
1.8880062058800586,-105821.0363966526,1815.3447158509982
1.8880204497747297,-104098.86682850917,1940.6307335913134
1.8880346918922213,-91881.47168593114,1672.316640848282
1.888048932232927,-83279.62606308857,1510.0836794619124
1.8880631707972395,-74854.35574524166,1151.8930184387584
1.8880774075855533,-77342.08321042715,1022.5027853701547
1.8880916425982603,-81532.00646337705,973.619553262028
1.8881058758357525,-76935.32261600722,852.8862149812663
1.888120107298422,-77346.91718487101,861.2774550742243
1.8881343369866594,-83045.37890047082,913.1217434111899
1.8881485649008565,-86665.64788619505,944.0360779656454
1.8881627910414023,-85662.50177394797,907.2046931858079
1.8881770154086859,-91851.95891641994,1019.6114271351588
1.8881912380030983,-94066.1465548651,1037.1414937101442
1.888205458825027,-85876.2430942276,883.2982967945345
1.8882196778748597,-82217.47122858239,915.471772456985
1.888233895152985,-77097.33400137149,883.806110473148
1.888248110659789,-77537.23031233095,931.54328417676
1.88826232439566,-75369.05870808187,906.3073043723539
1.8882765363609824,-78420.1900561836,997.2002723868692
1.888290746556143,-78659.3446851442,1141.055472973158
1.888304954981526,-80076.59534365451,1432.377513535311
1.888319161637517,-85249.45315264293,1720.976614895713
1.8883333665244997,-97376.33599115227,2032.196061496823
1.8883475696428573,-110180.35893611902,2171.5938525045804
1.8883617709929739,-109261.2794958642,1871.1203882717093
1.8883759705752319,-94497.84706204021,1407.6591476181077
1.8883901683900126,-79851.54262029295,1121.2528022803222
1.8884043644376993,-89614.29802820836,1402.6675964106248
1.8884185587186715,-114959.718863466,2115.7054561904306
1.8884327512333108,-106635.1412270319,2027.3793826076144
1.8884469419819971,-117148.3531246302,2920.573580158582
1.8884611309651103,-110659.58068550698,3120.2774848096356
1.8884753181830296,-94522.9256882369,1966.847661637165
1.8884895036361327,-84211.04731996104,1312.2595641287724
1.888503687324799,-80683.59967530938,1153.3057547437638
1.8885178692494053,-87550.5274303404,1241.9531370424952
1.8885320494103297,-84759.77450427614,1124.4038370838266
1.888546227807948,212766.3808005968,28124.41806415335
1.8885604044426372,239186.03423315778,36042.318031830306
1.888574579314772,177997.58033246567,27415.025190600274
1.8885887524247287,131312.81268542787,17816.970213192613
1.8886029237728814,123812.0396280884,17320.440987037906
1.8886170933596036,165796.8023235781,21747.773178274092
1.8886312611852707,166857.55406812587,24221.07995345287
1.8886454272502549,136078.41482103147,22727.323206339417
1.8886595915549282,179514.5452257322,37817.433399016874
1.8886737540996632,1591312.5297956432,2127842.7541231234
1.888687914884833,508589.1292148283,364722.18590325466
1.8887020739108074,109020.64658539821,60537.20843141389
1.888716231177957,90365.45152337685,59882.41175905358
1.8887303866866525,102552.78651659926,61097.780240471766
1.8887445404372636,64095.392447193,66035.04407605037
1.8887586924301596,132674.07969172235,85611.47040535414
1.8887728426657084,346514.2873389586,1306988.8063110535
1.8887869911442794,486647.4348074805,5921677.174426441
1.8888011378662402,18951.086123617155,187206.48446346584
1.8888152828319573,110866.98085646013,118689.26380224172
1.8888294260417977,51158.778955319984,58117.15856052404
1.8888435674961277,111392.73994073892,50725.732326708254
1.8888577071953128,202491.33893396394,89169.93568072865
1.8888718451397184,373238.4389005226,147054.68442727864
1.888885981329709,624744.523183508,211355.38702492134
1.8889001157656493,685664.843632943,234969.45674315124
1.888914248447903,333440.78953162034,75630.0022272984
1.8889283793768326,269644.7595448401,39381.43246645016
1.888942508552801,272662.9028954708,32847.244848926326
1.8889566359761718,213903.73019231294,24771.002614247343
1.8889707616473048,148792.1286122023,16371.368468090279
1.8889848855665632,164853.3022403178,16564.706915438994
1.888999007734306,278590.52293104434,28188.208696007885
1.8890131281508937,303780.67551764305,31654.56711891427
1.8890272468166873,190219.2471469158,21403.288262056318
1.8890413637320445,187216.61522451352,19859.43943617614
1.8890554788973255,214445.7055692517,21462.275585115123
1.889069592312887,239018.07024857413,25208.4210165371
1.889083703979088,233729.52162616685,23682.829655521105
1.889097813896285,245587.0232737038,24503.573142137142
1.8891119220648356,235033.7794534967,24684.62502767913
1.8891260284850953,222448.90015264496,23518.4035974641
1.8891401331574207,212790.2622034093,20616.554899571056
1.8891542360821656,242330.37482744604,23460.241921503646
1.8891683372596857,347927.609426178,42015.0383491879
1.8891824366903358,331771.5140805575,47824.050712094475
1.8891965343744686,238747.96342401125,33591.12484093323
1.8892106303124376,199610.5275011125,24936.320634117084
1.8892247245045952,190570.68042003963,25805.591087312863
1.8892388169512955,259322.25552664476,37161.32711467973
1.8892529076528881,351687.254795199,57768.25333846853
1.8892669966097269,228440.66099472152,34165.95883448478
1.8892810838221594,245049.72217879375,36585.512541717275
1.8892951692905375,366076.45814808836,71524.7597277635
1.8893092530152114,470450.5660405233,121391.99455415344
1.8893233349965295,414862.684464087,103218.25983505904
1.8893374152348412,464868.1411087158,129799.69826741866
1.889351493730495,895863.1042831446,525731.0072352912
1.8893655704838372,289296.92596356565,98586.7411469315
1.8893796454952174,141804.6351461317,40109.39483320806
1.8893937187649805,134283.50962122693,43343.33095698937
1.8894077902934738,198025.7391471,61837.88438253744
1.8894218600810426,311347.71323558176,124305.56692274121
1.8894359281280324,858954.3127190158,1155257.7707835585
1.8894499944347876,266860.0174217227,345073.4542813312
1.8894640590016534,24524.121452519255,71069.84196039772
1.8894781218289731,121978.78053870857,95217.46683862296
1.889492182917089,117583.34451465921,52378.93188256368
1.8895062422663456,35560.554323609584,51396.52463315782
1.889520299877084,5264.620491637313,87716.53343984392
1.8895343557496471,77730.39603837741,73421.43542474967
1.8895484098843747,438957.3544411329,1069322.1866230972
1.8895624622816096,169770.64000340784,138377.6047793012
1.8895765129416906,-1416734.5769712005,4988145.291225333
1.8895905618649576,-107423.9506521407,112754.54262819297
1.8896046090517502,-201578.10145621424,230317.36279854685
1.8896186545024078,-495277.1499674053,688095.7106431451
1.889632698217268,-12985.7862723981,100012.23820672264
1.8896467401966686,185255.4241926403,189257.79163834648
1.8896607804409475,-85687.24214267514,213193.27737018166
1.8896748189504409,16106.749834109127,104713.67623807504
1.8896888557254856,145718.84519745453,160243.21333345262
1.8897028907664168,19030.30187734184,201065.8003348076
1.8897169240735703,92821.86721411708,243957.263615426
1.8897309556472814,638182.7868021672,1118725.3346087793
1.8897449854878834,497135.76260850276,1654809.6833351231
1.8897590135957107,64556.32357144978,131255.05435697723
1.889773039971098,43841.66479871652,69771.81862261223
1.8897870646143748,-13880.5077631276,70125.20353961026
1.8898010875258764,-2870.93432277492,478853.90886730916
1.8898151087059334,-240623.02935609315,193057.13524247782
1.8898291281548778,-401481.8961725187,621028.3170511388
1.8898431458730398,243306.5044762632,330774.91921753937
1.8898571618607496,40354.098435916996,112344.5005775222
1.889871176118338,47856.232365596334,75022.63257764693
1.8898851886461336,104743.13678873071,101615.59284730308
