wavelength,spectrum,dev
1.4687319246152666,1330421.3905037965,10743.270412585603
1.4687424822923754,1312984.2956685645,10405.073917300748
1.4687530385499241,1295402.0102864902,10164.863667262698
1.4687635933884462,1270752.847455968,9968.466763399347
1.4687741468084763,1234385.5244005958,9818.17423717507
1.4687846988105486,1182897.9677712282,9560.646413942764
1.4687952493951966,1116538.95513283,9230.106803758827
1.468805798562953,1058899.9622218532,8951.787249383357
1.4688163463143526,1017451.1429855713,8815.102358593058
1.4688268926499295,1005467.6202266145,8916.678548816983
1.4688374375702153,1017456.3512291992,9121.428311926482
1.4688479810757455,1024276.5920822889,9226.812920167305
1.4688585231670521,999636.4172274134,8984.150822632755
1.4688690638446689,996817.0031005304,8890.710082158623
1.4688796031091285,1058460.5258231256,9179.30026912818
1.4688901409609647,1143204.2029490091,9562.52318075407
1.4689006774007096,1220579.3241776165,9963.459081989744
1.4689112124288974,1265110.2036413178,10177.685481861843
1.4689217460460595,1282333.5408530533,10344.131138451525
1.4689322782527297,1272575.0165578593,10408.025791172817
1.4689428090494405,1250637.4890915672,10448.957441681363
1.4689533384367242,1243469.5316384125,10568.664720358018
1.4689638664151132,1243467.981211986,10836.33996666456
1.4689743929851407,1262484.6365141869,11377.406038392417
1.4689849181473382,1273580.3869959314,11947.245661587214
1.468995441902238,1279079.5862074732,12555.933147915532
1.469005964250373,1300524.883221126,13092.196326065083
1.4690164851922745,1313576.0489152425,13537.23810419469
1.4690270047284752,1314178.112616206,14084.741228559062
1.4690375228595067,1333815.4209541166,15591.419367207152
1.4690480395859011,1368358.2443414552,17799.304654059953
1.4690585549081896,1390541.5229516802,18623.306743215348
1.4690690688269046,1387472.9851576567,17181.021593166242
1.4690795813425768,1397706.6266031456,15580.89116949385
1.4690900924557388,1414260.689621858,15014.951524027292
1.4691006021669217,1400578.6259633352,15174.447607216347
1.4691111104766565,1400274.5063678883,42546.9938814428
1.4691216173854749,1414298.3426653587,54439.56013185558
1.4691321228939076,1459360.8357014996,81801.6374746383
1.4691426270024865,1582978.6389586483,135513.13347131768
1.4691531297117422,1480985.244608772,132793.16668867844
1.469163631022205,1409698.4241219067,91665.54837181102
1.4691741309344075,1443577.3017103656,74151.40176706265
1.4691846294488788,1484328.2475000534,72957.15537790526
1.4691951265661498,1530528.4443374586,84291.4379872947
1.4692056222867524,1679515.7536310886,124264.09818892398
1.4692161166112163,1742161.5729578726,188090.9325362859
1.4692266095400717,1773390.577125913,292411.2346307709
1.4692371010738496,1556295.9995177856,312231.5053199846
1.46924759121308,1173085.8989358488,125135.2398260061
1.4692580799582928,1239225.9090122543,77011.85692262274
1.469268567310019,1217492.9551371296,50290.455456742435
1.469279053268788,1210293.0629981733,40461.83673221687
1.4692895378351296,1202064.015971222,35318.020603042176
1.4693000210095748,1209385.099537086,32534.733466987997
1.4693105027926519,1224800.7428216722,31362.896686680822
1.469320983184892,1285475.54287023,32358.9834475481
1.4693314621868239,1361401.3197941107,33540.646398809346
1.4693419397989773,1375618.1523661753,33737.29281723449
1.4693524160218818,1381286.4064064797,33668.92555046584
1.4693628908560674,1355932.28806629,33901.98254299321
1.4693733643020626,1321744.0309289687,33990.871743917545
1.4693838363603968,1287733.8774960293,35003.33002382692
1.4693943070315991,1273466.4377343704,36232.56461434587
1.469404776316199,1341738.7961203502,39161.827665637284
1.4694152442147255,1345981.0609002265,40498.97846002871
1.4694257107277073,1345480.6761451669,42361.48391392037
1.469436175855673,1477806.297119315,48456.135322591974
1.469446639599152,1555908.5580048086,56578.46078460115
1.4694571019586726,1526665.52107638,61076.546008016594
1.469467562934763,1459811.9641252395,65541.56622390352
1.4694780225279522,1469112.1476748118,75327.7923136009
1.469488480738769,1573370.4502892168,94814.17521860517
1.4694989375677407,1565021.4321506838,121814.62383407493
1.4695093930153962,1615620.1873289298,173206.5924181701
1.469519847082264,1876504.4593806476,327324.62122514134
1.4695302997688715,3241835.7394298743,1541212.6674208029
1.4695407510757479,3520568.3746337765,3869248.629684588
1.4695512010034197,588470.9706051658,866951.8339255254
1.469561649552415,159868.65944974893,4723057.252000148
1.4695720967232628,-544985.6481063463,1549198.4436234233
1.4695825425164897,7745.318498981774,762495.3272731996
1.4695929869326232,-3251313.4411785644,16873285.68460189
1.4696034299721914,85354853.03463656,4102061949.931768
1.469613871635722,1107571.5453166086,4072373.313406287
1.469624311923742,5320627.932252057,27711230.653607417
1.4696347508367784,8574237.405310873,72404949.41280995
1.4696451883753583,1205496.361534143,2709899.1080630873
1.4696556245400094,-536275.8135058667,3581574.0271118325
1.469666059331259,-7348032.74664594,159587635.57130808
1.4696764927496329,-276963.4164782947,1460717.2765863417
1.4696869247956594,-30613.181320840584,821485.5143445465
1.4696973554698645,-59026.64830906352,694382.0119468346
1.4697077847727749,598518.5403551285,1260796.5400780737
1.469718212704917,1406635.9261153364,1525979.3349062784
1.4697286392668178,3800844.0750320517,5094753.355149956
1.4697390644590043,2050932.1598520984,691726.9371370334
1.469749488282002,1309165.8180130192,299587.13107896515
1.4697599107363373,1361103.9970065383,236127.2497932282
1.4697703318225364,1394153.1015847668,194419.3385394322
1.4697807515411263,1302573.8252697596,153870.70003337294
1.4697911698926316,1267254.8476370939,118751.73920548576
1.4698015868775802,1310368.0611649745,90359.24582794915
1.4698120024964965,1368055.4295456763,71579.00609855447
1.4698224167499065,1419098.3650957097,59187.74243458239
1.4698328296383367,1350793.0118099428,47825.5901005803
1.4698432411623117,1244664.1580557227,40108.825792583855
1.469853651322358,1148215.29324124,35548.35959453241
1.4698640601190005,1132838.816973404,33723.152644686415
1.4698744675527655,1178091.2106579253,34393.43483437791
1.4698848736241772,1248035.7547355755,34369.45040700247
1.4698952783337613,1300141.918187655,32676.996696117993
1.4699056816820433,1324652.182264806,30840.98772801538
1.4699160836695477,1335756.8341266778,29657.414074304852
1.4699264842968,1368645.0043238746,30085.945326948433
1.4699368835643252,1373119.528136301,30108.19051546979
1.4699472814726473,1351839.966720731,30032.01491630856
1.4699576780222923,1379928.6358755683,30569.376035456724
1.4699680732137836,1412061.7722199888,30116.45928540952
1.4699784670476468,1411963.4838113887,28757.056033901827
1.4699888595244066,1409536.2850601634,27624.26579452322
1.469999250644586,1361996.5941074667,25846.750026616843
1.4700096404087108,1341821.1114892652,24784.52018452774
1.4700200288173044,1334989.4583514498,24042.737989783924
1.470030415870892,1314143.3429791015,23381.38919322477
1.4700408015699964,1318976.9711266288,23436.977196714623
1.4700511859151426,1299530.7757695327,23028.34686850372
1.4700615689068537,1280708.850112429,22311.397023879923
1.4700719505456545,1265320.4582349474,22066.763968957544
1.470082330832068,1259175.1231434364,22009.725223988695
1.4700927097666188,1278673.9309878836,22192.67598752848
1.4701030873498298,1276100.518848394,22318.984362371044
1.470113463582225,1247242.8477136048,21787.82164676662
1.4701238384643271,1215450.2982158088,20929.830314254974
1.4701342119966603,1198101.319505148,20557.61520442391
1.4701445841797471,1130336.1282482112,19963.274941761003
1.4701549550141115,1107222.1045284306,19914.08049784257
1.4701653245002764,1089327.7667768374,19697.064968364233
1.4701756926387646,1097594.1280777885,19676.710919523586
1.4701860594300997,1144764.0911807383,20100.872366362553
1.4701964248748036,1126733.5407719451,19975.437532091393
1.4702067889733998,1074375.8580902878,19606.659609817503
1.4702171517264107,1034278.0029964714,19430.497764585038
1.470227513134359,1028879.2565906758,19973.394132978217
1.4702378731977677,1086064.0697986844,20839.52364524024
1.4702482319171588,1160700.0348534938,21736.27184741129
1.470258589293055,1212919.1427293466,22338.10535910101
1.4702689453259783,1207535.640170136,22567.61711737765
1.4702793000164514,1223043.8392694136,23472.233467874223
1.4702896533649954,1219946.2180657915,24666.28043558496
1.4703000053721338,1237831.3518955994,26765.65846001805
1.4703103560383879,1338786.354125568,32478.10290207707
1.470320705364279,1412975.9547639415,42979.96642194492
1.47033105335033,1425225.5786842154,65137.40249315648
1.4703413999970625,1552391.7966581064,119660.46971991331
1.4703517453049972,1493883.1145635713,166073.10920164676
1.470362089274657,1984162.0815842848,305840.4552082441
1.4703724319065625,1606059.3498225159,190756.20079519425
