wavelength,spectrum,dev
1.4713591749979125,1487804.0271598825,27371.656756476947
1.47136939033358,1445106.0429093277,22637.77891033422
1.4713796043822052,1407239.6815617231,19033.25202785281
1.4713898171443007,1375321.213443563,16461.41745889293
1.471400028620381,1353806.4580582313,14969.388111567356
1.471410238810959,1342431.6913044413,14303.637726471266
1.4714204477165476,1340983.9516597393,14029.537440542232
1.4714306553376597,1343321.2995837082,13936.839339161004
1.4714408616748083,1365593.0159771813,14313.955249767343
1.471451066728507,1354187.0002234834,14452.411072412551
1.4714612704992684,1339391.2125101243,14427.285663130748
1.4714714729876055,1300098.368279412,13888.624873802637
1.4714816741940302,1245695.3344397482,13004.204662107119
1.4714918741190561,1186843.0445670623,12096.70494821045
1.4715020727631953,1133987.3846902496,11546.720588826069
1.4715122701269594,1094174.689126833,11209.925300547417
1.471522466210862,1100466.7466581282,11181.337397092813
1.471532661015415,1144274.0848797439,11538.610017081763
1.4715428545411302,1202337.2298154635,11985.396771126521
1.4715530467885205,1241805.241493447,12342.871924762017
1.4715632377580972,1267061.077031094,12728.661354467928
1.471573427450373,1290896.93378308,13274.862249430085
1.4715836158658584,1310057.3690526409,14166.688325932588
1.4715938030050668,1346269.2867087934,16215.224973940467
1.471603988868509,1365753.6592229025,19848.365760875793
1.4716141734566974,1407937.7320862424,24518.360400740374
1.4716243567701428,1332366.3682695953,28184.218831603343
1.471634538809357,1260353.800013724,22878.347384578155
1.4716447195748505,1225644.231039055,19104.488605054405
1.4716548990671363,1177175.8020647755,16904.61481951328
1.4716650772867241,1183247.301226576,16575.094327879055
1.4716752542341263,1206897.4770587203,16908.339926780707
1.4716854299098532,1225709.7393040697,17666.881205764337
1.4716956043144154,1252614.8348480132,19391.768839155124
1.4717057774483246,1245465.1502811667,20886.11054978921
1.4717159493120913,1243529.5176947068,21572.089867124832
1.4717261199062266,1247732.3832910012,21978.969921270804
1.4717362892312407,1274794.911739004,23383.452569178335
1.4717464572876442,1337400.0399384385,27990.87860916211
1.4717566240759477,1363626.593483961,37093.25044394597
1.4717667895966615,1427443.187756568,61023.87627172031
1.4717769538502958,1499463.6864680846,119855.43879732348
1.4717871168373615,1677736.6726032302,300368.8631514807
