wavelength,spectrum,dev
1.8889707616473048,206510.60437901894,9582.465469588458
1.8889848855665632,224072.41962266524,9546.287747550557
1.888999007734306,260670.43365386897,11833.51402266198
1.8890131281508937,280471.44544676924,13907.741369655043
1.8890272468166873,258228.26362861833,12531.616689971204
1.8890413637320445,241629.2227267064,11235.950753529272
1.8890554788973255,240123.6746116899,11820.093565177012
1.889069592312887,263878.1874784963,13409.53542560736
1.889083703979088,269716.59891765745,14293.861812953744
1.889097813896285,252167.26489533953,14212.756544835576
1.8891119220648356,202457.02403879465,10369.772145998502
1.8891260284850953,229183.45247840905,13011.416087923866
1.8891401331574207,238260.45875704507,14380.16007728233
1.8891542360821656,238287.67043840652,14556.158494256102
1.8891683372596857,257735.9087108155,16878.053856683797
1.8891824366903358,258719.32832155857,17816.117485017785
1.8891965343744686,235438.15723712833,15777.131388526
1.8892106303124376,193106.90133013984,11792.374165125571
1.8892247245045952,167248.083547974,10083.258194068148
1.8892388169512955,214039.0236230311,15642.213436295551
1.8892529076528881,378368.07576416567,66865.93931350003
1.8892669966097269,245771.35551073946,39546.615969655766
1.8892810838221594,263640.46630386816,42347.21529547659
1.8892951692905375,393848.9187864199,82788.90163681889
1.8893092530152114,506141.3883723867,140509.52334398442
1.8893233349965295,446336.3215094131,119473.68146545911
1.8893374152348412,500135.4517035246,150241.32193175153
1.889351493730495,963827.930338614,608526.233588079
1.8893655704838372,311244.49268161796,114112.7638397318
1.8893796454952174,152562.67096152352,46426.05939813935
1.8893937187649805,144470.95380761026,50169.294896874766
1.8894077902934738,213048.9997895928,71576.47990794518
1.8894218600810426,334968.1671549972,143881.9423098483
1.8894359281280324,924119.0462306797,1337194.5926781697
1.8894499944347876,287105.4037742949,399417.66141837474
1.8894640590016534,26384.64862538168,82262.34073065665
1.8894781218289731,131232.72409563776,110212.8762992534
1.889492182917089,126503.82747545023,60627.87566113219
1.8895062422663456,38258.36259083824,59490.753111571365
1.889520299877084,5664.021933946406,101530.65157456412
1.8895343557496471,83627.42742711664,84984.27703286905
1.8895484098843747,472258.93824085087,1237725.3648018069
1.8895624622816096,182650.3221356352,160170.12786084597
1.8895765129416906,-1524215.4171020875,5773707.8941226695
1.8895905618649576,-115573.68925099309,130511.79443705987
1.8896046090517502,-216870.8627459272,266589.10238294693
1.8896186545024078,-532851.445845701,796461.0901452602
1.889632698217268,-13970.955436054262,115762.75660189992
1.8896467401966686,199309.86244429706,219063.22727382285
1.8896607804409475,-92187.92118566335,246768.21476940752
1.8896748189504409,17328.69149635689,121204.60488228148
1.8896888557254856,156773.8333083598,185479.26168679513
1.8897028907664168,20474.039375507436,232730.83097104382
1.8897169240735703,99863.81595515761,282377.0953991086
1.8897309556472814,686598.6461999165,1294908.8125296044
1.8897449854878834,534851.0624909289,1915418.8930201768
1.8897590135957107,69453.90142830888,151925.87610017665
